URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
1425	skos:Concept	Mètre					47.0		EP345710
1426	skos:Concept	Métrique							PMB22502
1427	skos:Concept	Métrique gréco-latine					1425.0		EP345718
1428	skos:Concept	Métronome			Instrument propre à mesurer le temps musical, dont Maëlzel se dit l'inventeur, en 1815; mais l'invention fut réclamée par Winkel, Hollandais.				EP346414;PMB23282
1429	skos:Concept	Metteur en scène							EP346415
1430	skos:Concept	Mezza di voce							
1431	skos:Concept	Mezzo							
1432	skos:Concept	Fête de saint Michel (archange)							
1433	skos:Concept	Militaire							PMB23411
1434	skos:Concept	Miniature							
1435	skos:Concept	Minnesang							PMB1452
1436	skos:Concept	Mise en scène							EP346416;PMB1453
1437	skos:Concept	Missel					1283.0		EP346366
1438	skos:Concept	Mixtures							
1439	skos:Concept	Mnémé							
1440	skos:Concept	Mobilier							EP346417
1441	skos:Concept	Modalité					753.0		EP346003;PMB1454
1442	skos:Concept	Mode			Ce mot veut dire manière d'être et désigne la manière d'être du ton. Un ton donné peut exister de deux manières, qui sont toutes deux caractérisées par la première tierce de sa gamme. Ainsi l'on dit qu'il est du mode majeur si la première tierce de sa gamme est majeure, et qu'il est du mode mineur si la première tierce de sa gamme est mineure. Changement de mode. — C'est un artifice harmonique très-usité, et quoique fort simple, souvent du meilleur effet. On peut, à son gré, employer successivement les deux modes du ton dans lequel on est, c'est-à-dire rendre à son gré majeurs ou mineurs les deux accords du ton dans lequel on se trouve. L'expression de l'accord parfait est très-différente dans les deux modes : le mode mineur lui donne une teinte marquée de mélancolie et de tristesse. L'accord de dominante est composé des mêmes notes dans les deux modes; mais son expression est également différente, parce qu'il prend la teinte du mode et de l'accord parfait.				EP346004
1443	skos:Concept	Mode champêtre							EP346418
1444	skos:Concept	Mode du plain-chant							
1445	skos:Concept	Mode enharmonique							
1446	skos:Concept	Mode majeur					1442.0		EP346006
1447	skos:Concept	Mode mineur					1442.0		EP346007
1448	skos:Concept	Mode mixte					1442.0		EP346008
1449	skos:Concept	Mode pastorale							EP346419
1450	skos:Concept	Modernité							EP346420
1451	skos:Concept	Modulation			Moduler, c'est changer de ton. La modulation est peut-être la partie la plus importante de l'harmonie, et la source la plus féconde de ses richesses et de ses beautés. Pour moduler, on prend l'accord de dominante du ton où l'on veut aller, et on le résout dans l'accord parfait de ce ton. Cette règle est la seule qui existe : ce qu'on peut y ajouter n'en est que le développement et l'application. Les altérations accidentelles introduisent dans un ton donné des attractions qui lui sont étrangères et qui fournissent un moyen facile de moduler dans les tons auxquels elles appartiennent. (Voyez ALTÉRATION.) En pratique, on prend l'une pour l'autre, deux notes séparées par l'intervalle enharmonique d'un comma, telles que ut dièse et ré bémol ,si naturel et ut bémol, etc. Toutefois, leurs tendances sont complétement différentes et mettent en rapport les tons les plus éloignés. Ainsi, ut dièse a une tendance ascendante vers ré, et peut être considéré comme la sensible du ton de ré; ré bémol, au contraire, bien que synonyme pratique de ut dièse, aune tendance descendante vers ut naturel, et peut être considéré comme le quatrième degré du ton de la bémol. L'identité pratique de ces notes et de celles qui leur sont analogues réunie à la divergence de leurs attractions tonales, est, pour les compositeurs habiles, un des plus riches et des plus puissants moyens d'effets que l'harmonie puisse fournir.		1050.0		EP346035
1452	skos:Concept	Moine							
1453	skos:Concept	Moïse							PMB1455
1454	skos:Concept	Monarchie							PMB23415
1455	skos:Concept	Monastère							
1456	skos:Concept	Monocorde			Instrument de bois ou de cuivre, sur lequel il n'y a qu'une seule corde tendue et divisée selon certaines proportions pour faire connaître les différents intervalles des sons. — Monocorde se dit aussi des instruments à une seule corde, tel que la trompette marine. On nommait monocorde dans l'antiquité un instrument en usage chez les Grecs, auxquels il servait de diapason. Il servait également pour la mesure ou pour le ton. Dans la suite, on y mit plusieurs cordes en conservant toujours son nom.		1148.0		EP346230
1457	skos:Concept	Monodie							EP346421
1458	skos:Concept	Monogramme					866.0		EP345956
1459	skos:Concept	Monologue			C'est une scène chantée par un seul acteur qui, s'étant identifié avec le personnage qu'il représente, en exprime les divers sentiments avec vérité. Cette scène se compose ordinairement d'un récitatif instrumenté avec soin, suivi presque toujours d'une cavatine ou d'un air de plusieurs mouvements.				EP346422;PMB23349
1460	skos:Concept	Montre			Jeu d'orgue dont les tuyaux paraissent à la façade de l'instrument. La montre appartient à l'espèce des jeux de flûte.				
1461	skos:Concept	Mordant			Se dit également d'une voix dont le timbre est sonore et pénétrant.				
1462	skos:Concept	Mort (défunt)							PMB1456
1463	skos:Concept	Motet			Morceau de musique dont le chant, adapté à des paroles tirés de l'Écriture et des Psaumes, était autrefois destiné à être exécuté par deux, trois, quatre, cinq, six voix seules ou accompagnées uniquement de l'orgue. On imagina seulement, dans le dernier siècle, d'accompagner ces morceaux de chant avec d'autres instruments. Après les messes et les oratorios, les motets sont la partie la plus importante de la musique religieuse : ils en ont même toujours été et en seront toujours la partie la plus usuelle et la plus cultivée. Presque tous les compositeurs célèbres ont composé des motets. On distingue, entre tous, ceux de Scarlatti, Léo, Durante, Pergolèse, Haydn, Mozart, Lesueur, Chérubini, etc.		1544.0		EP346634;PMB1457
1464	skos:Concept	Motif thématique							
1465	skos:Concept	Mots-clés							PMB22665
1466	skos:Concept	Mouvement			On désigne ainsi le degré de vitesse ou de lenteur dans lequel on exécute un morceau de musique. Les différents degrés de mouvement se divisent en cinq espèces principales 1° largo ou lento ; 2° adagio ; 3° andante; 4° allegro ; 5° presto. Tous les autres mouvements, comme par exemple le grave, le larghetto l'andantino, l' allegretto, ne sont que les modifications des cinq espèces que nous venons d'indiquer.		972.0		EP346160
1467	skos:Concept	Mouvement de bras							
1468	skos:Concept	Mouvement de pied							
1469	skos:Concept	Muance			Changement du nom des notes dans l'ancienne solmisation, lorsque le chant sortait des bornes de l'hexacorde. Depuis l'adoption de la note si qui complète la gamme on ne se sert plus des muances.				EP346424
1470	skos:Concept	Muselar							
1471	skos:Concept	Musette							
1472	skos:Concept	Musette (instrument)			Instrument de musique à vent et à anche, composé d'une peau de mouton de la forme d'une vessie, de chalumeaux, d'un bourdon, de plusieurs anches et d'un soufflet. Cet instrument a été fort en usage en France, vers le milieu du XVIIIe siècle. On appelle aussi musette un air convenable à l'instrument de ce nom, dont la mesure est ordinairement à 6/8, le caractère naïf et doux, le mouvement un peu lent, et soutenu par une basse en pédale.				PMB1461
1473	skos:Concept	Musette (danse)					52.0		EP345749
1474	skos:Concept	Musette vocale							PMB1460
1475	skos:Concept	Musica ficta							PMB22986
1476	skos:Concept	Musicien			Ce nom se donne également à celui qui compose la musique et à celui qui l'exécute.				EP346425;PMB1462
1477	skos:Concept	Musicien allemand					1498.0		EP346493
1478	skos:Concept	Musicien amateur					1476.0		EP346470
1479	skos:Concept	Musicien ambulant					1476.0		EP346471;PMB1463
1480	skos:Concept	Musicien anglais					1498.0		EP346494
1481	skos:Concept	Musicien d'académie							
1482	skos:Concept	Musicien de concert					1476.0		EP346472
1483	skos:Concept	Musicien de cour					1476.0		EP346473;PMB1465
1484	skos:Concept	Musicien de la chambre							
1485	skos:Concept	Musicien de la chapelle							
1486	skos:Concept	Musicien de la grande bande							
1487	skos:Concept	Musicien de la grande écurie							
1488	skos:Concept	Musicien de la maison militaire							
1489	skos:Concept	Musicien de la marine					1476.0		EP346482
1490	skos:Concept	Musicien de la petite bande							
1491	skos:Concept	Musicien de la reine					1483.0		EP346474
1492	skos:Concept	Musicien de la ville							EP346505
1493	skos:Concept	Musicien de théâtre					1476.0		EP346483;PMB1466
1494	skos:Concept	Musicien d'église					1476.0		EP346484;PMB1464
1495	skos:Concept	Musicien du cabinet							
1496	skos:Concept	Musicien du roi					1483.0		EP346475
1497	skos:Concept	Musicien espagnol					1498.0		EP346495
1498	skos:Concept	Musicien étranger en France					1476.0		EP346492
1499	skos:Concept	Musicien français à l'étranger					1476.0		EP346497
1500	skos:Concept	Musicien gagiste							
1501	skos:Concept	Musicien italien					1498.0		EP346496
1502	skos:Concept	Musicien passant							
1503	skos:Concept	Musicien populaire					1476.0		EP346498;PMB1467
1504	skos:Concept	Musicienne					1476.0		EP346499;PMB1468
1505	skos:Concept	Musicologie							PMB23292
1506	skos:Concept	Musique allemande							EP346507
1507	skos:Concept	Musique anglaise							EP346508
1508	skos:Concept	Musique chorale							EP346509
1509	skos:Concept	Musique de chambre							EP346510;PMB1470
1510	skos:Concept	Musique de chasse					1513.0		EP346513;PMB1471
1511	skos:Concept	Musique de circonstance							EP346511;PMB1472
1512	skos:Concept	Musique de cour							PMB1473
1513	skos:Concept	Musique de plein air							EP346512;PMB1475
1514	skos:Concept	Musique de scène							PMB1476
1515	skos:Concept	Musique de table							PMB1477
1516	skos:Concept	Musique de théâtre							EP346515;PMB1478
1517	skos:Concept	Musique d'église							EP346553;PMB1469
1518	skos:Concept	Musique des anciens							EP346554
1519	skos:Concept	Musique des chinois					1518.0		EP346555
1520	skos:Concept	Musique des grecs					1518.0		EP346556
1521	skos:Concept	Musique des hébreux					1518.0		EP346557
1522	skos:Concept	Musique des indiens					1518.0		EP346558
1523	skos:Concept	Musique des modernes							
1524	skos:Concept	Musique des romains							
1525	skos:Concept	Musique descriptive							EP346559
1526	skos:Concept	Musique du roi							PMB24554
1527	skos:Concept	Musique équestre							PMB1479
1528	skos:Concept	Musique espagnole							EP346560
1529	skos:Concept	Musique figurative							EP346561
1530	skos:Concept	Musique figurée							
1531	skos:Concept	Musique française							
1532	skos:Concept	Musique hollandaise							EP346563
1533	skos:Concept	Musique instrumentale							EP346564;PMB1480
1534	skos:Concept	Musique italienne							EP346593
1535	skos:Concept	Musique liturgique							EP346594;PMB1481
1536	skos:Concept	Musique mesurée à l'antique							EP346595
1537	skos:Concept	Musique militaire					1513.0		EP346514;PMB1482
1538	skos:Concept	Musique polyphonique							EP346596
1539	skos:Concept	Musique populaire							EP346597;PMB1483
1540	skos:Concept	Musique profane							EP346598;PMB1484
1541	skos:Concept	Musique religieuse							PMB1485
1542	skos:Concept	Musique révolutionnaire							EP346600;PMB1486
1543	skos:Concept	Musique sacrée							EP346601;PMB1487
1544	skos:Concept	Musique vocale							EP346602;PMB1488
1545	skos:Concept	Musique vocale profane							PMB1489
1546	skos:Concept	Musique vocale religieuse							PMB1490
1547	skos:Concept	Mythe							PMB23364
1548	skos:Concept	Mythologie							EP346648;PMB23599
1549	skos:Concept	Mythologie grecque							
1550	skos:Concept	Mythologie hébraïque							
1551	skos:Concept	Mythologie latine							
1552	skos:Concept	Naissance							
1553	skos:Concept	Naissance du dauphin							EP346649
1554	skos:Concept	Narration							
1555	skos:Concept	Nativité							
1556	skos:Concept	Nativité de Saint Jean-Baptiste							
1557	skos:Concept	Nativité de la Vierge Marie							PMB1491
1558	skos:Concept	Nativité de Marie							
1559	skos:Concept	Nécrologie							PMB23308
1560	skos:Concept	Néo-classicisme							PMB1492
1561	skos:Concept	Neume			C'est un terme employé dans le plain-chant. Le neume était une figure mélodique que l'on plaçait sur une voyelle et le plus souvent sur la dernière voyelle du mot Alleluia. C'est un chant sans paroles, autorisé par le catholicisme d'après un passage de Saint-Augustin, qui dit que « ne pouvant trouver des paroles dignes de « Dieu, l'on fait bien de lui adresser des chants confus de «jubilation. » Le neume s'entend aussi d'une pause, d'un comma, d'un signe final. C'est aussi un terme de l'une des six anciennes écritures musicales qui ont précédé la notation de Gui d'Arezzo. Les neumes étaient de petits signes placés au-dessus des paroles, dont chacun exprimait une formule de chant.				PMB1493
